asenta_id|zipcode_id|a_name|a_type
1|1|Zona Centro|Colonia
2|2|Delegación de La Secretaria de Comercio y Fomento Industrial|Gran Usuario
3|3|Palacio de Gobierno del Estado de Aguascalientes|Gran Usuario
4|4|Colinas del Rio|Fraccionamiento
5|4|Las Brisas|Fraccionamiento
6|4|Olivares Santana|Colonia
7|4|Ramon Romo Franco|Fraccionamiento
8|4|San Cayetano|Fraccionamiento
9|5|Colinas de San Ignacio|Fraccionamiento
10|5|Fundición II|Fraccionamiento
11|5|La Fundición|Fraccionamiento
12|5|Los Sauces|Fraccionamiento
13|6|Línea de Fuego|Colonia
14|7|Buenos Aires|Colonia
15|7|Circunvalación Norte|Fraccionamiento
16|7|Las Arboledas|Fraccionamiento
17|7|Villas de San Francisco|Fraccionamiento
18|8|Villas de La Universidad|Fraccionamiento
19|9|El Sol|Fraccionamiento
20|9|Gremial|Colonia
21|9|Industrial|Colonia
22|10|Altavista|Colonia
23|10|Curtidores|Colonia
24|10|La Concordia|Fraccionamiento
25|10|Miravalle|Colonia
26|10|Panorama|Fraccionamiento
27|11|Colinas del Poniente|Fraccionamiento
28|12|Bugambilias|Condominio
29|12|Del Carmen|Colonia
30|12|La Fe|Colonia
31|12|México|Colonia
32|12|Primavera|Colonia
33|12|San Pablo|Colonia
34|13|Guadalupe|Colonia
35|13|Heliodoro Garcia|Colonia
36|14|Gómez|Fraccionamiento
37|14|Moderno|Fraccionamiento
38|15|Valle del Rio San Pedro|Fraccionamiento
39|16|Guadalupe Posada|Unidad Habitacional
40|16|San Marcos|Barrio
41|16|San Marcos|Colonia
42|17|San Marcos|Fraccionamiento
43|18|Modelo|Fraccionamiento
44|18|Residencial del Valle I|Fraccionamiento
45|19|Residencial del Valle II|Fraccionamiento
46|20|Campestre 1a. Sección|Colonia
47|20|Campestre 2a. Sección|Colonia
48|20|Campestre La Herradura|Fraccionamiento
49|20|Club Campestre|Fraccionamiento
50|20|Jardines del Campestre|Condominio
51|20|La Querencia|Condominio
52|20|Los Vergeles|Fraccionamiento
53|20|Rancho San Antonio|Condominio
54|21|Granjas del Campestre|Fraccionamiento
55|21|Las Cavas|Fraccionamiento
56|21|Puerto las Hadas|Condominio
57|21|Talamantes Ponce|Colonia
58|21|Valle del Campestre|Fraccionamiento
59|21|Villas de Montenegro|Fraccionamiento
60|22|La Paloma|Condominio
61|22|Trojes de Oriente 1a Sección|Fraccionamiento
62|22|Trojes de Oriente 2a Sección|Fraccionamiento
63|22|Trojes de Oriente 3a Sección|Colonia
64|22|Valle de las Trojes|Fraccionamiento
65|22|Villas de San Nicolás|Fraccionamiento
66|23|La Troje|Fraccionamiento
67|23|Trojes de Alonso|Colonia
68|24|Aguascalientes 2000|Fraccionamiento
69|25|Cerrada de La Misión|Fraccionamiento
70|25|Cerrada El Molino|Condominio
71|25|Las Misiones|Fraccionamiento
72|25|Las Trojes|Condominio
73|25|Los Jarales|Condominio
74|25|Misión del Campanario|Fraccionamiento
75|25|Terzetto|Condominio
76|25|Trojes de Kristal|Fraccionamiento
77|25|Trojes del Sol|Condominio
78|25|Valle del Campanario|Fraccionamiento
79|25|Valle Real|Fraccionamiento
80|26|Lomas del Campestre 2a Sección|Fraccionamiento
81|26|Los Calicantos|Fraccionamiento
82|26|Villas del Campestre|Fraccionamiento
83|27|Jardines de La Concepción 1a Sección|Fraccionamiento
84|27|Jardines de La Concepción 2a Sección|Fraccionamiento
85|27|Los Bosques|Fraccionamiento
86|27|Rinconada los Bosques|Condominio
87|27|Trojes de Oriente|Colonia
88|28|Arroyo El Molino|Fraccionamiento
89|29|Galerías|Zona Comercial
90|30|Constitución|Fraccionamiento
91|30|El Rosedal|Fraccionamiento
92|30|Libertad|Fraccionamiento
93|30|Lomas de La Asunción|Fraccionamiento
94|30|Los Naranjos|Fraccionamiento
95|30|Montebello Della Stanza|Fraccionamiento
96|30|Natura|Fraccionamiento
97|30|Pozo Bravo Norte|Fraccionamiento
98|30|Pozo Bravo Sur|Fraccionamiento
99|30|Privada Guadalupe|Condominio
100|30|Residencial las Plazas|Condominio
101|30|Rinconada Pozo Bravo|Fraccionamiento
102|30|San José de Pozo Bravo|Fraccionamiento
103|30|Soberana Convención Revolucionaria|Fraccionamiento
104|30|Villa de Nuestra Señora de La Asunción Sector Alameda|Fraccionamiento
105|30|Villa de Nuestra Señora de La Asunción Sector Encino|Fraccionamiento
106|30|Villa de Nuestra Señora de La Asunción Sector Estación|Fraccionamiento
107|30|Villa de Nuestra Señora de La Asunción Sector Guadalupe|Fraccionamiento
108|30|Villa de Nuestra Señora de La Asunción Sector San Marcos|Fraccionamiento
109|30|Villa Notre Dame|Condominio
110|30|Villas de La Convención|Fraccionamiento
111|30|Villa Teresa|Fraccionamiento
112|31|Bosques del Prado Norte|Fraccionamiento
113|32|Lomas del Campestre 1a Sección|Fraccionamiento
114|33|Bosques del Prado Sur|Fraccionamiento
115|33|El Roble|Fraccionamiento
116|33|Estableros|Colonia
117|33|Fátima|Colonia
118|33|Independencia de México|Fraccionamiento
119|33|La Grasa|Fraccionamiento
120|33|Nueva Rinconada|Fraccionamiento
121|33|Primo Verdad|Colonia
122|33|Puerta Navarra|Condominio
123|33|Residencial Campestre Club de Golf Norte|Condominio
124|33|Residencial Campestre Club de Golf Sur|Condominio
125|33|San José del Arenal|Colonia
126|33|Unidad Ganadera|Colonia
127|34|Agropecuario|Zona Comercial
128|34|Centro Distribuidor de Básicos|Zona Comercial
129|35|La Rinconada|Fraccionamiento
130|36|El Plateado|Fraccionamiento
131|37|Residencial Pulgas Pandas Norte|Condominio
132|37|Residencial Pulgas Pandas Sur|Condominio
133|37|Villas del Vergel|Condominio
134|38|Las Hadas|Fraccionamiento
135|38|Morelos|Colonia
136|39|Los Arcos|Fraccionamiento
137|40|Industrial|Fraccionamiento
138|41|Buenavista|Colonia
139|41|C.T.M.|Fraccionamiento
140|41|La Estrella|Fraccionamiento
141|41|Lomas del Cobano|Colonia
142|41|Macias Arellano|Colonia
143|42|La Higuerilla|Colonia
144|42|Parras|Fraccionamiento
145|43|El Cobano|Fraccionamiento
146|43|Hacienda el Cobano 1a Sección|Fraccionamiento
147|43|Trojes del Cobano|Fraccionamiento
148|43|Villas del Cobano|Fraccionamiento
149|44|Alianza Ferrocarrilera|Fraccionamiento
150|44|Bosques del Prado Oriente|Fraccionamiento
151|44|Torremolinos|Colonia
152|45|Francisco Guel Jimenez|Colonia
153|45|Las Viñas INFONAVIT|Unidad Habitacional
154|46|Lomas de Santa Anita|Fraccionamiento
155|46|Santa Anita 4a Sección|Colonia
156|47|Santa Anita|Fraccionamiento
157|47|Santa Anita 2a Sección|Fraccionamiento
158|48|El Maguey|Fraccionamiento
159|48|Las Cumbres|Condominio
160|48|Lic Benito Juárez|Unidad Habitacional
161|48|Nazario Ortiz Garza|Fraccionamiento
162|48|Rodolfo Landeros Gallegos|Fraccionamiento
163|48|S.T.E.M.A.|Fraccionamiento
164|48|Villa Bonita|Fraccionamiento
165|48|Zona Militar|Colonia
166|49|Claustros Loma Dorada|Fraccionamiento
167|49|Lic Benito Palomino Dena|Fraccionamiento
168|50|Colinas de Oriente|Fraccionamiento
169|50|Los Laureles|Fraccionamiento
170|50|Los Laureles 2a Sección|Fraccionamiento
171|50|Los Laureles 3ra. Sección|Fraccionamiento
172|50|Los Pericos|Colonia
173|50|Mirador de Las Culturas|Fraccionamiento
174|50|Mirador de las Culturas 2a Sección|Fraccionamiento
175|50|Mirador de Las Culturas III|Fraccionamiento
176|50|Paseos del Sol|Fraccionamiento
177|50|Villas de La Loma|Fraccionamiento
178|50|Villas de Las Fuentes|Fraccionamiento
179|50|Vista de las Cumbres|Fraccionamiento
180|51|Ejido las Cumbres|Fraccionamiento
181|51|J Refugio Esparza Reyes|Colonia
182|51|Lomas de Oriente 1a Sección|Fraccionamiento
183|51|Lomas de Oriente 2da. Sección|Fraccionamiento
184|51|Lomas de Oriente 3ra. Sección|Fraccionamiento
185|52|C.N.O.P. Oriente|Fraccionamiento
186|53|Cerro Alto|Fraccionamiento
187|53|Las Cumbres|Fraccionamiento
188|53|Las Cumbres II|Fraccionamiento
189|53|Luis Ortega Douglas|Fraccionamiento
190|53|Pensadores Mexicanos|Fraccionamiento
191|53|Pintores Mexicanos|Fraccionamiento
192|53|Progreso|Colonia
193|54|Bosques de La Alameda|Condominio
194|54|Del Trabajo|Colonia
195|54|Ferronales|Colonia
196|54|Lomas de Santa Anita|Colonia
197|54|Luis Gómez Zepeda (ferronales)|Fraccionamiento
198|54|Rinconada de La Alameda|Condominio
199|55|Héroes|Colonia
200|55|La Hacienda|Condominio
201|55|La Mancha|Condominio
202|56|Balcones de Oriente|Fraccionamiento
203|56|Colinas de San Patricio|Fraccionamiento
204|56|El Rocio|Colonia
205|56|Haciendas de Aguascalientes 1a Sección|Fraccionamiento
206|56|J. Guadalupe Posada|Fraccionamiento
207|56|José Guadalupe Peralta Gámez|Fraccionamiento
208|56|Necaxa|Fraccionamiento
209|56|Ojocaliente 3a Sección|Fraccionamiento
210|56|Ojocaliente I|Fraccionamiento
211|56|Ojocaliente INEGI|Unidad Habitacional
212|56|Ojocaliente INEGI II|Fraccionamiento
213|56|Real de Haciendas|Fraccionamiento
214|56|Solidaridad 1a Sección|Fraccionamiento
215|56|Terra Nova|Fraccionamiento
216|56|Valle de los Cactus|Fraccionamiento
217|56|Villerías|Fraccionamiento
218|56|Vistas de Oriente|Fraccionamiento
219|57|Ciudad Jesús Terán|Colonia
220|58|Ejido Ojocaliente|Fraccionamiento
221|58|Ex Hacienda Ojocaliente|Colonia
222|58|Misión Alameda|Condominio
223|59|El Riego|Colonia
224|59|Fidel Velázquez INFONAVIT|Unidad Habitacional
225|59|Municipio Libre|Fraccionamiento
226|59|Ojo Caliente IV|Fraccionamiento
227|60|Bellavista|Condominio
228|60|Ex Hacienda La Cantera|Fraccionamiento
229|60|Fuentes del Lago|Condominio
230|60|José Vasconcelos Calderón|Fraccionamiento
231|60|Lic Manuel Gómez Morin|Fraccionamiento
232|60|Loma Bonita|Fraccionamiento
233|60|Porta Canteras|Fraccionamiento
234|60|San Nicolás|Residencial
235|60|San Nicolás 1ra. Sección|Condominio
236|60|Veteranos de La Revolución|Fraccionamiento
237|60|Villas de La Cantera 1a Sección|Fraccionamiento
238|60|Villas del Mediterráneo|Fraccionamiento
239|61|Educación Álamos|Fraccionamiento
240|61|Nueva España|Colonia
241|62|La Barranquilla|Colonia
242|62|Lic. José López Portillo|Fraccionamiento
243|62|Los Barandales|Colonia
244|63|Canteras de San Javier|Fraccionamiento
245|63|Rinconada San José|Fraccionamiento
246|64|Canteras de San José|Fraccionamiento
247|65|Circunvalación Poniente|Fraccionamiento
248|65|España|Fraccionamiento
249|65|La Barranca de Guadalupe|Colonia
250|65|Pirules INFONAVIT|Colonia
251|66|Jardines de los Pirules|Fraccionamiento
252|67|Residencial los Pirules|Fraccionamiento
253|68|Canteras de San Agustin|Condominio
254|68|Francisco Villa|Colonia
255|68|Jardines del Lago|Fraccionamiento
256|68|Los Eucaliptos|Condominio
257|68|Los Eucaliptos 2a. Sección|Condominio
258|68|San Martin de La Cantera|Colonia
259|68|Santa Imelda|Condominio
260|69|El Edén|Colonia
261|69|Misión Juan Pablo II|Condominio
262|69|Parque Industrial el Vergel|Fraccionamiento
263|70|Las Flores|Colonia
264|70|Vivienda Popular|Unidad Habitacional
265|71|Las Torres|Fraccionamiento
266|72|Las Américas|Fraccionamiento
267|72|Obraje|Colonia
268|72|Santa Elena|Fraccionamiento
269|73|Agricultura|Colonia
270|73|Mesonero|Fraccionamiento
271|74|El Dorado 1a Sección|Fraccionamiento
272|74|El Dorado 2a Sección|Fraccionamiento
273|74|Valle Dorado|Fraccionamiento
274|74|Villa Jardín 1a Sección|Fraccionamiento
275|74|Villa Jardín 2a Sección|Fraccionamiento
276|75|Jardines de Santa Elena|Colonia
277|76|Hermanos Carreón|Fraccionamiento
278|76|Montebello|Fraccionamiento
279|77|Santa Elena 2a Sección|Colonia
280|78|La Fuente|Fraccionamiento
281|79|El Encino|Barrio
282|79|El Laurel|Colonia
283|79|El Llanito|Colonia
284|79|La Luna|Fraccionamiento
285|79|La Salud|Barrio
286|79|Los Virreyes|Condominio
287|79|Residencial Cosío|Fraccionamiento
288|79|Residencial el Encino|Fraccionamiento
289|79|Triana|Condominio
290|79|Triana|Fraccionamiento
291|80|San Fernando INFONAVIT|Unidad Habitacional
292|81|Jardines de Triana|Fraccionamiento
293|82|Gámez|Fraccionamiento
294|83|Héroes de Aguascalientes|Fraccionamiento
295|83|Jardines de La Cruz|Fraccionamiento
296|83|Jesús Gómez Portugal|Fraccionamiento
297|83|La Huerta|Colonia
298|83|San Luis|Colonia
299|83|Villas de Kristal|Condominio
300|84|Bona Gens|Fraccionamiento
301|84|INFONAVIT Los Volcanes|Unidad Habitacional
302|85|FOVISSSTE Ojocaliente I|Unidad Habitacional
303|85|Ojocaliente FOVISSSTE II|Condominio
304|85|Ojocaliente las Torres|Fraccionamiento
305|85|Rinconada de La Cruz|Fraccionamiento
306|85|Villas de Ojocaliente|Fraccionamiento
307|86|Lázaro Cárdenas|Unidad Habitacional
308|87|La Estación|Barrio
309|87|La Purísima|Barrio
310|88|IV Centenario|Unidad Habitacional
311|88|Jesús Terán Peredo|Fraccionamiento
312|88|Ojo de Agua|Colonia
313|88|Rinconada El Cedazo|Condominio
314|88|Sidusa|Colonia
315|88|Vivienda Militar|Fraccionamiento
316|89|Agua Clara|Fraccionamiento
317|89|Bajío de las Palmas|Fraccionamiento
318|89|Balcones de Ojocaliente|Fraccionamiento
319|89|Cielo Claro|Fraccionamiento
320|89|Cima del Chapulín|Fraccionamiento
321|89|Cobano de Palmitas|Fraccionamiento
322|89|El Cedazo|Fraccionamiento
323|89|La Lomita|Fraccionamiento
324|89|Lomas del Chapulín|Fraccionamiento
325|89|Lomas del Gachupín|Fraccionamiento
326|89|Ojo de Agua de Palmitas|Fraccionamiento
327|89|Salto de Ojocaliente|Fraccionamiento
328|89|Salto de Ojocaliente II|Fraccionamiento
329|89|San Jorge|Fraccionamiento
330|89|Solidaridad 2a Sección|Fraccionamiento
331|89|Solidaridad 3a Sección|Fraccionamiento
332|89|Tierra Buena|Fraccionamiento
333|89|Villa las Palmas|Fraccionamiento
334|89|Villa Las Palmas 2a. Sección|Fraccionamiento
335|90|Morelos INFONAVIT|Unidad Habitacional
336|90|Vista del Sol 2a Sección|Fraccionamiento
337|90|Vista del Sol 3a Sección|Fraccionamiento
338|91|Ojo de Agua INFONAVIT|Unidad Habitacional
339|92|Casablanca|Fraccionamiento
340|92|Jardines del Sol|Fraccionamiento
341|92|La Cruz|Colonia
342|92|Misión de Santa Fe|Colonia
343|92|Vista del Sol 1a Sección|Fraccionamiento
344|93|Jardines de La Convención|Colonia
345|93|Lic Primo Verdad INEGI|Condominio
346|93|Ojo de Agua FOVISSSTE 1a Sección|Unidad Habitacional
347|93|S.T.E.M.A.|Condominio
348|94|Fuentes de La Asunción|Fraccionamiento
349|95|Jardines de La Luz|Colonia
350|96|Bulevar|Fraccionamiento
351|96|El Caminero|Fraccionamiento
352|96|Jardines de Aguascalientes|Fraccionamiento
353|96|Jardines de La Asunción|Colonia
354|96|Las Canoas|Colonia
355|96|Lindavista|Fraccionamiento
356|96|Los Cedros|Fraccionamiento
357|96|México|Fraccionamiento
358|97|Jardines de las Bugambilias|Colonia
359|97|Jardines del Parque|Fraccionamiento
360|98|Pirámides|Fraccionamiento
361|98|Residencial del Parque|Fraccionamiento
362|98|Rinconada del Parque|Condominio
363|99|Diana|Fraccionamiento
364|99|Jardines de las Fuentes|Fraccionamiento
365|100|Casasolida|Fraccionamiento
366|100|Central de Abastos|Zona Comercial
367|100|Jardines del Sur|Colonia
368|100|La Luz|Colonia
369|100|Martinez Dominguez|Colonia
370|100|Prados del Sur|Fraccionamiento
371|100|Prados de Villasunción|Fraccionamiento
372|100|San Francisco del Arenal|Colonia
373|100|San Pedro|Colonia
374|100|Torres de San Francisco|Fraccionamiento
375|100|Trojes del Sur|Fraccionamiento
376|101|Parque Industrial Siglo XXI|Parque Industrial
377|101|Parque Industrial Siglo XXI (Ampliación)|Parque Industrial
378|102|INFONAVIT Potreros del Oeste|Unidad Habitacional
379|102|La Estancia|Fraccionamiento
380|102|Villas del Oeste|Fraccionamiento
381|102|Villas de Santa Rosa|Fraccionamiento
382|102|Vista del Sur|Fraccionamiento
383|103|Versalles 1a Sección|Fraccionamiento
384|103|Versalles 2a Sección|Fraccionamiento
385|104|Paseos de Santa Mónica|Condominio
386|104|Providencia|Condominio
387|104|Rancho Santa Mónica|Fraccionamiento
388|104|Rinconada Santa Mónica|Fraccionamiento
389|104|Vicente Guerrero|Colonia
390|104|Villa Capri|Fraccionamiento
391|104|Villas del Pilar 1a Sección|Fraccionamiento
392|104|Villas San Antonio|Fraccionamiento
393|105|Insurgentes|Fraccionamiento
394|106|Bulevares 1a. Sección|Fraccionamiento
395|106|Bulevares 2a. Sección|Fraccionamiento
396|107|Pilar Blanco INFONAVIT|Unidad Habitacional
397|108|Ciudad Industrial|Fraccionamiento
398|108|Parque Industrial ALTEC|Fraccionamiento
399|108|Plaza Vestir|Zona Comercial
400|108|Vista Alegre|Fraccionamiento
401|109|Centro SCT Aguascalientes|Gran Usuario
402|110|Residencial San Javier|Fraccionamiento
403|110|Rústicos Calpulli|Fraccionamiento
404|110|San Francisco de los Arteaga|Fraccionamiento
405|110|Villas de Bonaterra|Condominio
406|110|Villa Sur|Fraccionamiento
407|111|Casa Blanca|Fraccionamiento
408|111|Jardines de Casablanca|Fraccionamiento
409|111|Jardines de Casanueva|Fraccionamiento
410|112|Condominio La terraza|Fraccionamiento
411|112|Emiliano Zapata|Fraccionamiento
412|112|Ladrilleras Los Arellano|Fraccionamiento
413|112|Laureles del Sur|Fraccionamiento
414|112|Lomas del Mirador II Sección|Fraccionamiento
415|112|Lomas del Mirador I Sección|Fraccionamiento
416|112|Lomas del Sur|Fraccionamiento
417|112|Lomas de Nueva York|Colonia
418|112|Lomas de Vistabella|Fraccionamiento
419|112|Lomas de Vistabella 2a. Sección|Fraccionamiento
420|112|Misión de Santa Lucía|Fraccionamiento
421|112|Morelos 2a Sección|Fraccionamiento
422|112|Morelos I|Fraccionamiento
423|112|Morelos La Loma II|Fraccionamiento
424|112|San Sebastián|Fraccionamiento
425|112|Solidaridad 4a Sección|Fraccionamiento
426|112|Valle del Cedazo|Fraccionamiento
427|112|Villas de Ajedrez|Colonia
428|113|Fundadores|Fraccionamiento
429|113|Lomas Altas|Fraccionamiento
430|113|Lomas del Ajedrez|Fraccionamiento
431|113|Lomas de San Jorge|Fraccionamiento
432|113|Lomas de San Jorge 2a. Sección|Fraccionamiento
433|113|Mujeres Ilustres|Colonia
434|113|Periodistas|Fraccionamiento
435|113|Reencuentro|Fraccionamiento
436|113|Villalta|Fraccionamiento
437|165|Asientos Centro|Colonia
438|165|Santa Cruz|Barrio
439|166|De Peñitas 1a Sección|Barrio
440|167|Del CECYTE|Barrio
441|167|Los Tepetates|Barrio
442|168|De Guadalupe|Barrio
443|169|Del Tepozán|Barrio
444|169|INFONAVIT|Colonia
445|169|Juventud|Barrio
446|170|De Peñitas 2a Sección|Barrio
447|171|Real Minero|Fraccionamiento
448|218|Calvillo Centro|Colonia
449|219|El Mirador|Fraccionamiento
450|219|Independencia|Fraccionamiento
451|219|Lopez Mateos|Colonia
452|219|Paseras|Fraccionamiento
453|219|Sección Benito Juárez|Colonia
454|219|Sección Cerritos|Colonia
455|219|Sección Loma de Fundadores|Colonia
456|219|Vista Hermosa|Fraccionamiento
457|219|Vista Hermosa 2a. Sección|Fraccionamiento
458|219|Zona Militar XIV|Unidad Habitacional
459|220|José Landeros|Fraccionamiento
460|220|Lomas de Huejúcar|Colonia
461|220|Rincón de Baltazares|Fraccionamiento
462|220|San Nicolás|Colonia
463|220|San Rafael|Fraccionamiento
464|221|Arroyo de Los Caballos|Colonia
465|221|Azteca|Colonia
466|221|Del Carmen|Colonia
467|221|Ejidal|Colonia
468|221|La Fortuna|Colonia
469|221|Liberal|Colonia
470|221|Los Arcos|Colonia
471|221|Magisterial|Colonia
472|221|Morelos|Colonia
473|221|Rincón de Baltazares|Colonia
474|221|Valle de Santiago|Colonia
475|222|Chicago|Barrio
476|222|El Cerrito|Colonia
477|222|Emiliano Zapata|Colonia
478|222|Las Flores|Colonia
479|222|Los Angeles|Colonia
480|222|Martinez|Fraccionamiento
481|222|Valle de Huejúcar|Colonia
482|250|Cosío Centro|Colonia
483|251|Luis Donaldo Colosio|Fraccionamiento
484|252|Rancho El Potrerito|Colonia
485|252|Villas del Potrerito|Fraccionamiento
486|253|Popular|Fraccionamiento
487|254|Santa Cruz|Colonia
488|255|Coplamar|Colonia
489|255|MeXIquito|Colonia
490|255|Vista Hermosa|Colonia
491|260|Jesús María Centro|Colonia
492|261|El Calvario|Colonia
493|261|La Escalera|Colonia
494|262|Flores Magón|Colonia
495|262|La Cardona|Colonia
496|262|La Cuesta|Fraccionamiento
497|262|Las Culebras|Colonia
498|262|Los Arroyitos|Colonia
499|262|Ruiseñores|Condominio
500|262|San Miguelito|Colonia
501|263|Agua Clara|Fraccionamiento
502|263|Arboledas de Paso Blanco|Fraccionamiento
503|263|Jacarandas|Colonia
504|263|Los Manantiales|Colonia
505|263|Paseos de Aguascalientes|Colonia
506|263|San Miguelito|Fraccionamiento
507|264|Agua Zarca|Fraccionamiento
508|264|Benigno Chavez|Fraccionamiento
509|264|Colinas del Sol|Colonia
510|264|Lomas de Jesús María|Colonia
511|264|Puerta Grande|Condominio
512|264|Rancho San Pedro|Fraccionamiento
513|264|Trojes del Pedregal|Colonia
514|264|Vistas del Sáuz|Colonia
515|265|Arboledas I|Colonia
516|265|Arboledas II|Colonia
517|265|Chicahuales I|Colonia
518|265|Chicahuales II|Colonia
519|265|Deportiva|Colonia
520|265|La Loma|Fraccionamiento
521|265|La Loma|Rancho o Ranchería
522|265|La Piedra|Fraccionamiento
523|265|Loma de La Cañada|Fraccionamiento
524|265|Lomas del Valle|Colonia
525|265|Lomas del Vergel|Residencial
526|265|Manantiales del Pinar|Fraccionamiento
527|265|Martinez Andrade|Colonia
528|265|Misión de Santa María|Colonia
529|265|Rinconada Bugambilias|Condominio
530|265|Solidaridad|Fraccionamiento
531|265|Vista Hermosa|Colonia
532|265|Yalta Campestre|Condominio
533|266|Ayuntamiento|Fraccionamiento
534|266|La Cañada|Ampliación
535|266|La Cañada|Colonia
536|266|Ojos de Agua|Colonia
537|267|Ejidal|Fraccionamiento
538|267|El Mezquital|Fraccionamiento
539|267|El Torito|Colonia
540|267|Las Palmas|Colonia
541|267|Plan Benito Juárez|Fraccionamiento
542|308|Pabellón de Arteaga Centro|Colonia
543|309|Barrio Industrial|Colonia
544|309|FOVISSSTE|Fraccionamiento
545|309|Haciendas de Pabellón|Fraccionamiento
546|309|Jardines de Pabellón|Fraccionamiento
547|310|Francisco Villa|Colonia
548|310|Trojes de San Pedro|Fraccionamiento
549|310|Villas de Pabellón|Fraccionamiento
550|311|Carboneras|Barrio
551|311|Palo Alto|Barrio
552|312|5 de Mayo|Colonia
553|312|Cosmos|Fraccionamiento
554|312|Popular|Fraccionamiento
555|313|Plutarco Elias Calles|Colonia
556|313|Progreso Sur|Colonia
557|314|La Quesería de Los Serna|Colonia
558|314|Progreso Norte|Colonia
559|314|Subdivisión Villa de Guadalupe|Colonia
560|314|Valle del Vivero|Fraccionamiento
561|314|Vergel del Valle|Colonia
562|321|Rincón de Romos Centro|Colonia
563|322|Desarrollo Especial La Pedrera|Colonia
564|322|Norte|Fraccionamiento
565|322|Santa Elena|Colonia
566|322|Subdivisión La Piedrera|Colonia
567|323|Embajadores|Fraccionamiento
568|323|Emperadores|Fraccionamiento
569|323|Estancia de Chora|Fraccionamiento
570|323|José Luis Macias|Fraccionamiento
571|324|De Guadalupe|Barrio
572|324|La Paz|Fraccionamiento
573|325|Cerro del Gato|Rancho o Ranchería
574|325|De Chora|Barrio
575|325|Fraternidad|Fraccionamiento
576|325|Lázaro Cárdenas|Fraccionamiento
577|325|Santa Cruz|Colonia
578|326|El Potrero|Fraccionamiento
579|326|Independencia|Colonia
580|326|Magisterial|Colonia
581|326|Magisterial II|Fraccionamiento
582|326|Santa Anita|Colonia
583|327|Desarrollo Especial|Colonia
584|327|Villas de Jesús|Fraccionamiento
585|328|San José|Colonia
586|329|Presidentes de México|Colonia
587|329|Solidaridad|Fraccionamiento
588|330|Miguel Hidalgo|Fraccionamiento
589|330|Popular|Fraccionamiento
590|378|Tepezala Centro|Colonia
591|379|Cholula 2a Sección|Colonia
592|380|Comunidad San Rafael|Colonia
593|380|Del Socorro|Barrio
594|380|Los Arcos|Colonia
595|381|Felipe Gonzalez González 1a Sección|Colonia
596|381|Felipe Gonzalez González 2a Sección|Colonia
597|382|La Cañada|Colonia
598|383|Luis Ortega Douglas|Colonia
599|384|Cholula 1a Sección|Colonia
600|411|Campestre San Carlos|Fraccionamiento
601|411|Panamericano|Colonia
602|411|San Francisco de los Romos Centro|Colonia
603|412|El Tirón|Colonia
604|412|Hidalgo|Fraccionamiento
605|412|La Aurora|Granja
606|412|La Guadalupana|Granja
607|412|La Margarita|Colonia
608|412|La Perla|Granja
609|412|La Sociedad San Juan|Colonia
610|412|Los Cedros|Colonia
611|412|María|Granja
612|412|Revolución|Fraccionamiento
613|412|San Francisco|Granja
614|412|San José Buenavista|Colonia
615|412|San Juan Bautista|Colonia
616|412|San Pablo|Fraccionamiento
617|412|Santa Isabel|Fraccionamiento
618|412|Viñedos San José|Colonia
619|413|28 de Abril|Colonia
620|413|El Chamizal|Colonia
621|413|Fracción de La Trinidad II|Colonia
622|413|La Escondida|Colonia
623|413|Mary|Granja
624|413|Monserrat|Granja
625|413|Parque Industrial San Francisco|Colonia
626|413|San José del Barranco|Colonia
627|413|San Juan|Colonia
628|413|Santa Bárbara|Fraccionamiento
629|413|Villa de Guadalupe|Colonia
630|414|Alfredo Soriano Lopez|Colonia
631|414|El Barranco|Ejido
632|414|El Cortijo|Colonia
633|414|Elena|Colonia
634|414|El Espíritu|Colonia
635|414|El Gigante|Colonia
636|414|El Refugio|Colonia
637|414|La Concepción|Pueblo
638|414|La Gloria|Granja
639|414|La Paz|Rancho o Ranchería
640|414|La Providencia|Rancho o Ranchería
641|414|Las Carmelitas|Colonia
642|414|La Trinidad|Colonia
643|414|La Unión|Colonia
644|414|Los Gonzalez|Colonia
645|414|Los Lirios|Fraccionamiento
646|414|Los Sabinos|Colonia
647|414|San Angel|Colonia
648|414|San Cristóbal|Rancho o Ranchería
649|414|San Pedro Victoria de Abajo|Colonia
650|414|San Pedro Victoria de Arriba|Colonia
651|414|Santa Anita|Colonia
652|414|Santa Elena|Granja
653|414|Viñedos los Zapata|Colonia
654|414|Viñedos Xoconoxtle|Colonia
655|414|Zacatenco|Granja
656|421|Ensenada Centro|Colonia
657|422|2 de Septiembre|Colonia
658|422|Adolfo Ruiz Cortines|Pueblo
659|422|Arco iris|Colonia
660|422|Las Lomitas|Fraccionamiento
661|422|Lázaro Cárdenas 1|Colonia
662|422|Lázaro Cárdenas 2|Colonia
663|422|Lomas y Jardines de Valle Verde|Colonia
664|422|Lomitas III|Fraccionamiento
665|422|Lomitas IV|Fraccionamiento
666|422|Luis Donaldo Colosio|Colonia
667|422|Margaritas|Colonia
668|422|Popular 1|Colonia
669|422|Reacomodo Lomitas|Fraccionamiento
670|422|Relotifica (lomita)|Fraccionamiento
671|423|Ampliación 89|Colonia
672|423|Colinas de San Angel|Colonia
673|423|Nuevo Reforma|Fraccionamiento
674|423|Popular 89|Ampliación
675|423|Popular 89|Colonia
